geometry_id,N,K,R,lambda2,num_components
G-UNI,64.0,64.0,5.014834149596148,0.3780486000677853,1.0
G-UNI,64.0,64.0,4.8947642485908895,0.31365306291654027,1.0
G-UNI,64.0,64.0,4.857575550346054,0.3097665838839227,1.0
G-UNI,64.0,64.0,5.050191297372784,0.5371661139064746,1.0
G-UNI,64.0,64.0,4.937787390811148,0.49634225849247765,1.0
G-UNI,64.0,64.0,5.092932337620524,0.4973293583903442,1.0
G-UNI,64.0,64.0,4.942364129164556,0.46756632652423713,1.0
G-UNI,64.0,64.0,4.767582944179958,0.4328306397737274,1.0
G-UNI,64.0,64.0,5.050186166187628,0.3859759465226609,1.0
G-UNI,64.0,64.0,5.538501906127802,0.4373234019171387,1.0
G-UNI,64.0,64.0,4.718701847292842,0.33567498646149596,1.0
G-UNI,64.0,64.0,5.415499161456037,0.5926344249587877,1.0
G-UNI,64.0,64.0,5.401127611180326,0.6230075363830303,1.0
G-UNI,64.0,64.0,4.631265535198226,0.43606536502327875,1.0
G-UNI,64.0,64.0,22.702010151571898,63.99999999999988,1.0
G-UNI,64.0,64.0,25.50033458988168,63.99999999999988,1.0
G-UNI,64.0,64.0,26.761608639044283,63.99999999999988,1.0
G-UNI,64.0,64.0,24.20432045414503,63.99999999999988,1.0
G-UNI,64.0,64.0,25.899026355449053,63.99999999999988,1.0
G-UNI,64.0,64.0,22.901519261884413,63.99999999999988,1.0
G-UNI,64.0,64.0,24.639280070325814,63.99999999999988,1.0
G-UNI,64.0,64.0,25.55331372371876,63.99999999999988,1.0
G-UNI,64.0,64.0,23.18901486225064,63.99999999999988,1.0
G-UNI,64.0,64.0,24.606717919722303,63.99999999999988,1.0
G-UNI,64.0,64.0,22.96273501086327,63.99999999999988,1.0
G-UNI,64.0,64.0,24.08002896520511,63.99999999999988,1.0
G-UNI,64.0,64.0,25.105500763496803,63.99999999999988,1.0
G-UNI,64.0,64.0,25.725580710704357,63.99999999999988,1.0
G-UNI,64.0,64.0,26.233689164263588,63.99999999999988,1.0
G-UNI,64.0,64.0,26.770260154459706,63.99999999999988,1.0
G-UNI,64.0,64.0,23.14967612886367,63.99999999999988,1.0
G-UNI,64.0,64.0,27.052065558447534,63.99999999999988,1.0
G-UNI,64.0,64.0,24.958780927237786,63.99999999999988,1.0
G-UNI,64.0,64.0,25.046191604156874,63.99999999999988,1.0
G-UNI,64.0,64.0,24.20946674046619,63.99999999999988,1.0
G-UNI,64.0,64.0,26.95603479731869,63.99999999999988,1.0
G-UNI,64.0,64.0,25.063197971085195,63.99999999999988,1.0
G-UNI,64.0,64.0,24.66676285973457,63.99999999999988,1.0
G-UNI,64.0,64.0,25.598550133926853,63.99999999999988,1.0
G-UNI,64.0,64.0,24.316280771504868,63.99999999999988,1.0
G-UNI,64.0,64.0,24.439677144318534,63.99999999999988,1.0
G-UNI,64.0,64.0,25.063364918774123,63.99999999999988,1.0
G-UNI,64.0,64.0,24.53915972433025,63.99999999999988,1.0
G-UNI,64.0,64.0,23.97914332768073,63.99999999999988,1.0
G-UNI,64.0,64.0,24.21425614220834,63.99999999999988,1.0
G-UNI,64.0,64.0,25.18778634978904,63.99999999999988,1.0
G-UNI,64.0,64.0,22.820030929350484,63.99999999999988,1.0
G-UNI,64.0,64.0,25.153971022234234,63.99999999999988,1.0
G-UNI,64.0,64.0,26.224806886414243,63.99999999999988,1.0
G-UNI,64.0,64.0,24.25677538791246,63.99999999999988,1.0
G-UNI,64.0,64.0,25.15005432077642,63.99999999999988,1.0
G-UNI,64.0,64.0,26.96321235383187,63.99999999999988,1.0
G-UNI,64.0,64.0,25.062767647540717,63.99999999999988,1.0
G-UNI,64.0,64.0,23.15961334942936,63.99999999999988,1.0
,,,,,
